trip_id,start_time,station,user_type,duration_min
506988,2025-06-22 15:58:00,Деловой квартал,Разовая поездка,10.2
522922,2026-06-16 08:46:00,Деловой квартал,Подписчик,13.9
501424,2025-03-02 16:53:00,парк горького,Разовая поездка,10.5
513745,2025-10-16 20:34:00,Деловой квартал ,Подписчик,8.3
505902,2025-06-05 23:32:00,Деловой квартал,Подписчик,3.2
507270,2025-06-27 15:59:00,парк горького,Разовая поездка,3.3
518715,2026-04-03 08:11:00,Университет,Подписчик,16.1
519405,2026-04-18 12:14:00,университет,,9.4
503798,2025-04-28 20:41:00,Университет,Подписчик,12.7
503551,2025-04-23 17:21:00,центральный вокзал,Разовая поездка,22.7 мин
520000,2026-04-29 13:56:00,Центральный вокзал,Подписчик,10.2
518854,2026-04-06 18:42:00,университет,Разовая поездка,22.2
508274,2025-07-12 16:26:00,Центральный вокзал,Разовая поездка,45.7
522644,2026-06-12 19:39:00,Деловой квартал ,Подписчик,14.7
501535,2025-03-05 09:36:00,центральный вокзал,Подписчик,8.7
515229,2025-11-28 10:09:00,Деловой квартал ,,16.8
513791,2025-10-17 20:38:00,Деловой квартал,Разовая поездка,14.1
519793,2026-04-26 15:24:00,Парк Горького ,Разовая поездка,17.8
508665,2025-07-18 17:45:00,центральный вокзал,,21.0
518920,2026-04-07 13:54:00,Деловой квартал,Подписчик,6.5
516857,2026-02-06 15:02:00,Парк Горького,Подписчик,11.9
500637,2025-01-30 09:15:00,парк горького,Подписчик,45.0
514264,2025-10-29 21:18:00,набережная ,Разовая поездка,11.0
503239,2025-04-17 14:09:00,Центральный вокзал,Подписчик,22.5
506075,2025-06-08 06:35:00,Парк Горького ,Разовая поездка,6.6
501952,2025-03-17 18:34:00,Деловой квартал,Подписчик,3.7
517805,2026-03-11 22:27:00,центральный вокзал,Подписчик,21.5
519250,2026-04-15 19:06:00,университет,Разовая поездка,25.1 мин
517255,2026-02-21 16:25:00,Набережная,Подписчик,13.2
518812,2026-04-05 19:52:00,Университет,Подписчик,22.0 мин
518374,2026-03-27 10:00:00,Парк Горького ,Разовая поездка,8.8
507960,2025-07-07 09:29:00,Деловой квартал ,Подписчик,21.2
508601,2025-07-17 11:52:00,Деловой квартал ,Разовая поездка,21.8
508292,2025-07-12 17:26:00,Спальный район,Подписчик,43.7
508167,2025-07-11 13:25:00,Парк Горького ,Разовая поездка,32.0
513114,2025-10-01 10:03:00,набережная ,Подписчик,21.0
504586,2025-05-12 10:05:00,центральный вокзал,Подписчик,13.1
512688,2025-09-22 10:51:00,Университет,,35.4
515123,2025-11-25 16:35:00,Университет,Подписчик,38.5
507810,2025-07-05 20:20:00,центральный вокзал,Подписчик,8.3
505992,2025-06-06 11:17:00,Спальный район,Подписчик,21.7
500467,2025-01-22 14:47:00,Деловой квартал ,Подписчик,8.6
502632,2025-04-03 07:37:00,Деловой квартал,Подписчик,7.8
513832,2025-10-18 16:01:00,Деловой квартал,Подписчик,7.9
513059,2025-09-30 11:08:00,Университет,Подписчик,11.0
509480,2025-07-30 07:29:00,Набережная,Подписчик,45.6
512119,2025-09-11 19:20:00,парк горького,Разовая поездка,16.9
517682,2026-03-08 19:05:00,парк горького,Разовая поездка,5.2
503596,2025-04-24 08:54:00,центральный вокзал,Подписчик,34.9
518735,2026-04-04 22:51:00,Парк Горького,Подписчик,3.9
510630,2025-08-17 20:28:00,центральный вокзал,Подписчик,6.7
521724,2026-05-29 22:55:00,Университет,Подписчик,0.3 мин
510245,2025-08-11 09:31:00,центральный вокзал,,21.2
520093,2026-05-01 13:36:00,Центральный вокзал,Подписчик,5.4
500283,2025-01-15 14:28:00,Набережная,Подписчик,14.1
501905,2025-03-16 16:28:00,Центральный вокзал,Разовая поездка,12.5
501999,2025-03-19 09:50:00,университет,Подписчик,14.7
516162,2026-01-07 21:24:00,Университет,Подписчик,
519802,2026-04-26 17:24:00,парк горького,Подписчик,27.3
513164,2025-10-02 21:27:00,Деловой квартал,Подписчик,13.5
511231,2025-08-26 16:21:00,центральный вокзал,Разовая поездка,22.5
514005,2025-10-23 12:03:00,Парк Горького,Подписчик,31.5
521014,2026-05-17 08:24:00,Университет,Подписчик,21.3
503531,2025-04-23 15:21:00,Университет,Подписчик,14.4
517679,2026-03-08 16:56:00,Парк Горького ,Разовая поездка,6.9
504257,2025-05-06 09:17:00,Деловой квартал ,Разовая поездка,10.1
502820,2025-04-08 09:52:00,парк горького,Разовая поездка,37.6
519862,2026-04-27 20:58:00,парк горького,Подписчик,16.8
507474,2025-06-30 15:32:00,Университет,Подписчик,21.9
500754,2025-02-03 20:05:00,Парк Горького,Подписчик,33.1
504649,2025-05-14 12:41:00,Университет,Подписчик,18.9
506796,2025-06-20 15:53:00,парк горького,Разовая поездка,26.8
509518,2025-07-31 17:22:00,Парк Горького ,Разовая поездка,14.0
505538,2025-05-31 13:42:00,Парк Горького,Разовая поездка,3.7
509687,2025-08-02 14:19:00,центральный вокзал,Разовая поездка,5.5
523378,2026-06-23 16:47:00,Парк Горького,Подписчик,4.0
521029,2026-05-17 15:08:00,Набережная,Разовая поездка,10.1
518807,2026-04-05 12:42:00,Парк Горького ,Подписчик,24.2
506895,2025-06-21 14:42:00,центральный вокзал,Разовая поездка,26.8 мин
507706,2025-07-03 20:49:00,Деловой квартал,Разовая поездка,5.8
523421,2026-06-23 19:41:00,Деловой квартал ,Разовая поездка,9.6 мин
512776,2025-09-24 21:12:00,парк горького,Подписчик,23.7
522602,2026-06-12 11:01:00,университет,Разовая поездка,34.7
505364,2025-05-28 11:01:00,парк горького,Разовая поездка,26.4
500187,2025-01-11 22:15:00,Парк Горького ,Подписчик,28.9
506389,2025-06-13 12:41:00,Деловой квартал,Подписчик,35.6
512242,2025-09-13 16:31:00,Набережная,Разовая поездка,1.1
518509,2026-03-30 17:11:00,Парк Горького ,Разовая поездка,5.9
500952,2025-02-12 16:00:00,Университет,Подписчик,10.8
505182,2025-05-24 12:08:00,центральный вокзал,Разовая поездка,10.2
512478,2025-09-18 13:16:00,Деловой квартал,Подписчик,25.3
503820,2025-04-28 08:19:00,Центральный вокзал,Подписчик,31.0
515706,2025-12-18 11:27:00,Парк Горького,Подписчик,12.4
508031,2025-07-09 21:45:00,парк горького,Разовая поездка,11.4
521351,2026-05-22 17:50:00,Спальный район,Подписчик,4.5
501873,2025-03-15 15:59:00,Деловой квартал,Разовая поездка,6.5
503061,2025-04-13 14:27:00,Центральный вокзал,Подписчик,27.5
522083,2026-06-04 18:29:00,Парк Горького ,Разовая поездка,9.3
518333,2026-03-25 15:28:00,Деловой квартал,Подписчик,17.0
500321,2025-01-17 10:57:00,Университет,,10.4
517831,2026-03-12 22:01:00,набережная ,Разовая поездка,-6.472018900276401
501832,2025-03-14 11:20:00,Спальный район,Разовая поездка,45.6
514071,2025-10-24 09:12:00,Набережная,Подписчик,32.1
500954,2025-02-12 14:15:00,университет,Разовая поездка,15.5
500955,2025-02-12 10:50:00,набережная ,Подписчик,11.0
503897,2025-04-30 20:38:00,Университет,Разовая поездка,13.6
521384,2026-05-23 15:46:00,Парк Горького,,45.9
520679,2026-05-12 09:12:00,университет,Разовая поездка,23.9
518210,2026-03-22 15:31:00,центральный вокзал,Подписчик,19.7
513660,2025-10-14 07:45:00,центральный вокзал,Разовая поездка,21.7
517327,2026-02-24 11:15:00,университет,Разовая поездка,41.6 мин
522339,2026-06-07 11:57:00,Центральный вокзал,Разовая поездка,29.8
510902,2025-08-21 09:42:00,Деловой квартал ,Подписчик,10.0
510241,2025-08-11 19:14:00,набережная ,Разовая поездка,19.0
506280,2025-06-11 19:24:00,Деловой квартал ,Разовая поездка,17.8
520393,2026-05-07 12:19:00,Университет,Разовая поездка,
500302,2025-01-16 09:33:00,парк горького,,5.4
507482,2025-06-30 09:56:00,Центральный вокзал,Разовая поездка,6.2
505390,2025-05-28 17:53:00,набережная ,Разовая поездка,4.5
506069,2025-06-08 15:03:00,Парк Горького,Разовая поездка,
508843,2025-07-21 15:16:00,парк горького,Подписчик,24.7
521780,2026-05-30 14:44:00,Университет,Подписчик,26.2
515212,2025-11-28 18:44:00,набережная ,Разовая поездка,31.1
523304,2026-06-21 15:18:00,Спальный район,Разовая поездка,27.3
520808,2026-05-14 14:20:00,Университет,Подписчик,3.9
518908,2026-04-07 21:11:00,Набережная,Разовая поездка,6.0
505989,2025-06-06 10:58:00,Спальный район,,9.2
515155,2025-11-26 10:22:00,парк горького,Подписчик,23.3
502584,2025-04-02 22:30:00,университет,Подписчик,7.8
508827,2025-07-20 21:51:00,Деловой квартал ,Подписчик,22.9
522757,2026-06-14 17:41:00,Университет,,18.5
521206,2026-05-20 11:43:00,Университет,Разовая поездка,18.9
507236,2025-06-26 20:13:00,Центральный вокзал,Разовая поездка,14.9 мин
502105,2025-03-22 18:34:00,Парк Горького ,Подписчик,
503591,2025-04-24 12:28:00,центральный вокзал,Подписчик,16.4
523309,2026-06-22 16:47:00,парк горького,Подписчик,14.8
501957,2025-03-17 09:48:00,спальный район,Подписчик,23.4
511370,2025-08-29 16:25:00,Парк Горького,Разовая поездка,23.6
510915,2025-08-22 09:49:00,парк горького,Разовая поездка,21.0
500356,2025-01-18 20:49:00,Набережная,Разовая поездка,2.3
523184,2026-06-20 15:27:00,набережная ,Разовая поездка,10.8
506911,2025-06-21 17:37:00,Деловой квартал,Подписчик,38.7
512792,2025-09-24 10:26:00,Набережная,Разовая поездка,10.5
514060,2025-10-24 14:27:00,Парк Горького,Подписчик,28.6
500508,2025-01-24 16:58:00,центральный вокзал,Разовая поездка,19.4
522727,2026-06-14 23:45:00,Парк Горького ,Разовая поездка,24.0 мин
503708,2025-04-26 07:57:00,Деловой квартал ,Подписчик,14.9
504115,2025-05-04 11:13:00,Набережная,,15.3
505365,2025-05-28 10:37:00,парк горького,Подписчик,28.8
522795,2026-06-14 14:58:00,Деловой квартал,Разовая поездка,3.5
503451,2025-04-21 08:02:00,набережная ,Подписчик,31.6
523635,2026-06-27 18:18:00,Набережная,Подписчик,27.3
505276,2025-05-26 17:35:00,Университет,Подписчик,15.8
512427,2025-09-17 22:36:00,центральный вокзал,Подписчик,5.5
500159,2025-01-09 18:53:00,Центральный вокзал,Подписчик,12.6
522559,2026-06-11 14:24:00,Набережная,Разовая поездка,9.7
509628,2025-08-01 18:41:00,Деловой квартал ,Разовая поездка,10.1
515850,2025-12-24 18:37:00,центральный вокзал,Подписчик,4.3 мин
507841,2025-07-06 15:11:00,парк горького,Подписчик,10.3
521234,2026-05-20 05:22:00,Деловой квартал ,Подписчик,19.3 мин
501853,2025-03-15 17:29:00,набережная ,Подписчик,62.7
514065,2025-10-24 15:10:00,университет,Разовая поездка,14.0 мин
521893,2026-05-31 14:28:00,Деловой квартал,Разовая поездка,48.7
505691,2025-06-02 18:35:00,центральный вокзал,Подписчик,40.8
504109,2025-05-04 09:39:00,Набережная,,
508324,2025-07-13 15:44:00,Набережная,Подписчик,19.3
506289,2025-06-11 17:15:00,Спальный район,Подписчик,7.1
505847,2025-06-05 14:58:00,Парк Горького,Разовая поездка,11.8
502482,2025-03-30 11:36:00,Деловой квартал,Подписчик,13.5
505839,2025-06-04 10:57:00,спальный район,Разовая поездка,6.2
519342,2026-04-17 18:51:00,Парк Горького ,Подписчик,15.3
504556,2025-05-11 16:16:00,Деловой квартал,Разовая поездка,15.3
522014,2026-06-02 14:57:00,Деловой квартал ,,2.8
504199,2025-05-05 16:59:00,спальный район,Подписчик,9.1
501566,2025-03-06 18:32:00,Парк Горького,Подписчик,3.8 мин
500903,2025-02-10 15:57:00,Парк Горького ,Подписчик,3.5
522904,2026-06-16 11:59:00,центральный вокзал,Подписчик,25.0
508551,2025-07-17 16:52:00,Парк Горького,Подписчик,8.5
523632,2026-06-27 22:14:00,Набережная,,12.7
505763,2025-06-03 08:47:00,Деловой квартал,Подписчик,11.1
514867,2025-11-17 13:32:00,Университет,Разовая поездка,48.1
509446,2025-07-29 09:03:00,Деловой квартал,Подписчик,5.5
523633,2026-06-27 17:25:00,набережная ,Разовая поездка,3.7
510142,2025-08-10 16:51:00,Парк Горького,Разовая поездка,23.3
522362,2026-06-08 13:39:00,Парк Горького ,Разовая поездка,12.4
511689,2025-09-03 19:27:00,парк горького,Разовая поездка,6.3
500386,2025-01-19 15:40:00,Центральный вокзал,Подписчик,27.4
504185,2025-05-05 12:32:00,Центральный вокзал,Подписчик,7.5
518267,2026-03-24 09:05:00,Парк Горького,Разовая поездка,4.2
519738,2026-04-25 18:40:00,парк горького,Подписчик,6.1
502873,2025-04-09 10:30:00,Университет,Подписчик,29.5
518032,2026-03-18 12:19:00,Университет,Подписчик,23.7 мин
510183,2025-08-10 11:05:00,Центральный вокзал,,6.3
501917,2025-03-16 14:30:00,Деловой квартал,Подписчик,15.3
519266,2026-04-15 09:50:00,центральный вокзал,Подписчик,47.4
504555,2025-05-11 19:29:00,Деловой квартал,Разовая поездка,45.2
501991,2025-03-18 14:29:00,Спальный район,Разовая поездка,14.9 мин
500163,2025-01-09 11:03:00,Деловой квартал ,Разовая поездка,11.3
507354,2025-06-28 11:49:00,набережная ,Разовая поездка,16.3
503232,2025-04-17 14:27:00,набережная ,Разовая поездка,32.6
506934,2025-06-22 18:52:00,Парк Горького,Разовая поездка,18.5
515283,2025-12-01 09:35:00,Парк Горького ,Разовая поездка,10.9
518317,2026-03-25 08:37:00,Университет,Подписчик,7.2 мин
518905,2026-04-07 17:18:00,Набережная,Подписчик,41.8
509408,2025-07-29 20:03:00,университет,Подписчик,0.9
505115,2025-05-23 11:40:00,центральный вокзал,Подписчик,-6.31359917956006
506079,2025-06-08 19:56:00,Парк Горького,Подписчик,25.8
519444,2026-04-19 09:48:00,университет,Подписчик,15.2
513070,2025-09-30 16:38:00,центральный вокзал,Разовая поездка,39.2
512276,2025-09-14 21:33:00,парк горького,Разовая поездка,5.9
518150,2026-03-21 16:59:00,Парк Горького,Разовая поездка,15.8
519341,2026-04-17 18:58:00,Парк Горького ,Подписчик,19.3
509296,2025-07-27 11:46:00,центральный вокзал,Разовая поездка,18.8
504749,2025-05-16 22:42:00,Набережная,Разовая поездка,20.8
517068,2026-02-14 09:08:00,Университет,Подписчик,34.2
500664,2025-01-31 17:05:00,Парк Горького ,Разовая поездка,30.9
508617,2025-07-18 23:51:00,Парк Горького ,Разовая поездка,21.1
507772,2025-07-05 17:19:00,парк горького,Подписчик,34.2
506247,2025-06-11 12:56:00,Парк Горького ,Разовая поездка,4.2
513483,2025-10-09 11:54:00,центральный вокзал,Разовая поездка,14.7
507142,2025-06-25 18:41:00,Парк Горького,Подписчик,7.3
512617,2025-09-21 15:40:00,Парк Горького ,Подписчик,17.0
502802,2025-04-07 20:03:00,Деловой квартал,Разовая поездка,16.1
513306,2025-10-05 20:19:00,Набережная,Подписчик,4.1
509731,2025-08-03 20:40:00,университет,Разовая поездка,11.9
511760,2025-09-04 09:51:00,Университет,Подписчик,10.3
506835,2025-06-20 14:20:00,центральный вокзал,Подписчик,26.6
504664,2025-05-14 20:26:00,центральный вокзал,Разовая поездка,-10.958347743765152
520906,2026-05-15 17:17:00,спальный район,Подписчик,19.0
506405,2025-06-14 19:53:00,парк горького,Разовая поездка,86.9
501061,2025-02-17 16:57:00,Университет,Подписчик,11.9
501497,2025-03-04 14:00:00,центральный вокзал,Разовая поездка,13.7
501144,2025-02-20 08:07:00,Парк Горького,Подписчик,16.0
517062,2026-02-14 17:33:00,парк горького,Подписчик,26.1
506758,2025-06-19 08:48:00,набережная ,Разовая поездка,18.9
512357,2025-09-15 13:04:00,Деловой квартал ,Разовая поездка,12.5
507353,2025-06-28 17:09:00,Набережная,Подписчик,10.9
504304,2025-05-07 18:19:00,набережная ,Разовая поездка,8.6 мин
510452,2025-08-14 09:28:00,Деловой квартал ,Подписчик,0.7
516838,2026-02-05 18:29:00,Деловой квартал,Подписчик,19.8 мин
521700,2026-05-29 10:00:00,Парк Горького ,Разовая поездка,7.6 мин
515861,2025-12-24 06:42:00,Деловой квартал,,22.3 мин
512934,2025-09-27 16:51:00,Набережная,Разовая поездка,1.4
502950,2025-04-11 11:38:00,Центральный вокзал,Подписчик,39.0
513650,2025-10-14 10:06:00,Парк Горького ,Подписчик,2084.3
519945,2026-04-28 15:39:00,Деловой квартал,Разовая поездка,22.0
500792,2025-02-05 10:36:00,Парк Горького ,Разовая поездка,11.4
523404,2026-06-23 13:56:00,набережная ,Разовая поездка,7.0
504125,2025-05-04 16:02:00,центральный вокзал,Разовая поездка,10.2
500374,2025-01-19 17:47:00,Парк Горького ,Разовая поездка,12.5
509405,2025-07-29 16:11:00,Университет,,16.1
500828,2025-02-07 20:24:00,набережная ,Разовая поездка,15.0
512080,2025-09-10 18:28:00,Университет,Подписчик,23.0
509866,2025-08-05 14:48:00,Парк Горького,Разовая поездка,14.9
511189,2025-08-26 15:35:00,парк горького,Разовая поездка,2.1
516052,2026-01-02 09:34:00,Университет,Разовая поездка,13.0
513463,2025-10-08 08:57:00,Спальный район,Подписчик,13.6
516935,2026-02-09 19:46:00,университет,Разовая поездка,12.7 мин
510268,2025-08-11 10:39:00,Деловой квартал,Подписчик,18.8
500092,2025-01-06 10:20:00,Центральный вокзал,Разовая поездка,28.7 мин
503264,2025-04-18 10:16:00,Парк Горького ,Разовая поездка,17.3
510955,2025-08-22 16:32:00,Центральный вокзал,Разовая поездка,11.7
522819,2026-06-15 16:51:00,Университет,Разовая поездка,23.8
508840,2025-07-21 17:29:00,Парк Горького,,23.5
505461,2025-05-29 09:15:00,центральный вокзал,Подписчик,2.9
520252,2026-05-04 13:38:00,университет,Разовая поездка,27.6
522740,2026-06-14 17:30:00,парк горького,Подписчик,10.3
508533,2025-07-16 18:36:00,Деловой квартал,Подписчик,9.7
516937,2026-02-09 14:27:00,набережная ,Подписчик,11.6
509466,2025-07-30 14:52:00,Парк Горького ,Разовая поездка,41.7
520336,2026-05-06 17:33:00,парк горького,Разовая поездка,22.1
517003,2026-02-12 09:39:00,Парк Горького,Разовая поездка,9.8
503823,2025-04-28 09:35:00,Деловой квартал ,Подписчик,10.3
517698,2026-03-08 21:07:00,набережная ,Разовая поездка,2.5
510538,2025-08-16 18:37:00,Парк Горького,Разовая поездка,12.1 мин
514779,2025-11-14 11:21:00,Деловой квартал,Подписчик,43.8 мин
505586,2025-05-31 13:03:00,Деловой квартал,Подписчик,15.9
512415,2025-09-17 17:22:00,Университет,Подписчик,62.0 мин
523264,2026-06-21 08:15:00,Университет,Разовая поездка,14.2
513534,2025-10-11 14:49:00,Парк Горького ,Подписчик,11.6
516939,2026-02-09 08:35:00,Центральный вокзал,Разовая поездка,11.9
519367,2026-04-17 15:03:00,Центральный вокзал,Подписчик,34.4
511379,2025-08-29 11:46:00,парк горького,Подписчик,19.0
501334,2025-02-27 15:59:00,университет,Подписчик,6.6
506414,2025-06-14 14:47:00,Парк Горького,Подписчик,6.3
501048,2025-02-17 18:25:00,Парк Горького,Разовая поездка,30.8
519690,2026-04-24 10:29:00,Университет,Разовая поездка,2.9
516261,2026-01-10 12:20:00,Деловой квартал,Подписчик,8.0
505526,2025-05-30 18:43:00,Деловой квартал,Разовая поездка,14.1
511454,2025-08-30 15:15:00,Университет,,10.3
503835,2025-04-28 17:41:00,Спальный район,Подписчик,18.4
514630,2025-11-10 09:08:00,университет,Разовая поездка,25.8
522480,2026-06-10 10:29:00,Набережная,Разовая поездка,24.1
520807,2026-05-14 19:45:00,Университет,Подписчик,37.7 мин
505908,2025-06-05 21:44:00,Деловой квартал,Разовая поездка,32.9
511273,2025-08-27 17:28:00,Парк Горького ,Подписчик,46.7
502960,2025-04-11 08:02:00,Деловой квартал,,25.6
514994,2025-11-21 18:58:00,набережная ,Разовая поездка,3.1
505872,2025-06-05 16:26:00,Университет,Разовая поездка,61.3
507297,2025-06-27 17:36:00,Набережная,Разовая поездка,18.0
507688,2025-07-03 09:58:00,Центральный вокзал,Подписчик,9.4
505723,2025-06-03 09:05:00,парк горького,Подписчик,11.4
503682,2025-04-26 16:09:00,Университет,,2.9
502894,2025-04-09 15:35:00,Деловой квартал ,Разовая поездка,15.6
520598,2026-05-11 17:51:00,Парк Горького,Подписчик,10.5
505164,2025-05-24 14:05:00,Набережная,Разовая поездка,16.8
517684,2026-03-08 11:56:00,парк горького,Разовая поездка,17.2 мин
511974,2025-09-08 10:52:00,парк горького,Разовая поездка,14.7
508237,2025-07-12 17:05:00,Университет,Подписчик,16.8
523464,2026-06-24 11:09:00,набережная ,Подписчик,14.9
510075,2025-08-09 15:22:00,Парк Горького,Подписчик,9.4
513029,2025-09-29 17:28:00,Парк Горького,Разовая поездка,12.4
505404,2025-05-28 07:58:00,центральный вокзал,Разовая поездка,6.6
505122,2025-05-23 20:08:00,Центральный вокзал,Разовая поездка,5.6
514494,2025-11-05 14:43:00,Центральный вокзал,Подписчик,12.6
501069,2025-02-17 15:14:00,центральный вокзал,Подписчик,17.3
517194,2026-02-19 18:23:00,Центральный вокзал,Подписчик,2.6 мин
512032,2025-09-09 10:07:00,Набережная,Подписчик,14.9
501783,2025-03-13 16:55:00,Университет,,2.0
500078,2025-01-05 12:17:00,Спальный район,,35.7
522303,2026-06-07 09:12:00,Университет,Разовая поездка,
509860,2025-08-05 22:45:00,Парк Горького ,Разовая поездка,14.6
511546,2025-08-31 14:47:00,Деловой квартал,Подписчик,12.2
503058,2025-04-13 12:46:00,Центральный вокзал,Разовая поездка,37.3 мин
502244,2025-03-25 14:46:00,центральный вокзал,Подписчик,4.6
504951,2025-05-20 11:42:00,набережная ,Разовая поездка,27.4
508054,2025-07-09 14:34:00,Университет,Подписчик,34.8
519808,2026-04-26 15:00:00,Парк Горького,Разовая поездка,26.4
504007,2025-05-02 12:27:00,Деловой квартал ,Подписчик,4.9
515866,2025-12-25 11:23:00,Парк Горького ,Подписчик,28.0
516962,2026-02-10 13:52:00,набережная ,Подписчик,783.6
521213,2026-05-20 09:30:00,университет,Подписчик,56.0 мин
516568,2026-01-24 13:12:00,Деловой квартал,Подписчик,19.1
502083,2025-03-21 19:47:00,центральный вокзал,Подписчик,19.7
501913,2025-03-16 14:46:00,Деловой квартал ,Разовая поездка,10.9
502078,2025-03-21 19:10:00,центральный вокзал,Подписчик,17.9
504286,2025-05-07 08:43:00,университет,Разовая поездка,21.6
523712,2026-06-28 15:38:00,Набережная,Разовая поездка,7.9
515382,2025-12-05 17:37:00,Университет,Разовая поездка,12.0
516060,2026-01-03 20:58:00,Парк Горького ,Подписчик,8.0
517469,2026-03-01 10:40:00,университет,Подписчик,13.5
502910,2025-04-10 12:01:00,университет,Разовая поездка,18.7
514100,2025-10-25 20:39:00,Парк Горького,Разовая поездка,2.7
504303,2025-05-07 05:01:00,Набережная,Подписчик,13.5
519634,2026-04-23 17:05:00,университет,Разовая поездка,11.7
519764,2026-04-25 18:46:00,Центральный вокзал,Подписчик,12.9
520284,2026-05-05 19:39:00,Парк Горького,Подписчик,19.8
516018,2025-12-31 17:16:00,университет,Подписчик,31.9
509654,2025-08-02 13:56:00,Университет,,20.1
508451,2025-07-15 16:47:00,Набережная,Подписчик,21.0
503803,2025-04-28 19:35:00,университет,Разовая поездка,16.8 мин
512231,2025-09-13 18:22:00,Университет,Подписчик,23.1
501105,2025-02-18 16:07:00,центральный вокзал,Разовая поездка,19.1
522309,2026-06-07 15:39:00,Университет,Разовая поездка,4.9
507802,2025-07-05 05:05:00,Набережная,Разовая поездка,21.4
512132,2025-09-11 08:45:00,Центральный вокзал,Подписчик,34.4
513996,2025-10-22 11:36:00,Деловой квартал,Разовая поездка,13.8 мин
510481,2025-08-15 11:51:00,Университет,Разовая поездка,17.2
511024,2025-08-23 14:46:00,Центральный вокзал,Подписчик,18.3
502493,2025-03-30 17:35:00,Спальный район,Разовая поездка,25.5 мин
522129,2026-06-05 10:30:00,парк горького,,18.5
515899,2025-12-26 15:38:00,центральный вокзал,Подписчик,13.2
512253,2025-09-13 14:32:00,Набережная,Подписчик,17.1
502564,2025-04-01 10:41:00,Деловой квартал,Разовая поездка,21.8
516427,2026-01-18 08:19:00,Деловой квартал ,Подписчик,7.8
513669,2025-10-14 10:15:00,центральный вокзал,Подписчик,12.7 мин
510845,2025-08-21 16:07:00,парк горького,Подписчик,5.1
511095,2025-08-24 17:04:00,набережная ,Разовая поездка,34.0
510157,2025-08-10 13:24:00,университет,Подписчик,11.3 мин
521020,2026-05-17 06:12:00,Набережная,Разовая поездка,6.8
521392,2026-05-23 13:18:00,Набережная,Разовая поездка,26.6
516984,2026-02-11 22:45:00,Парк Горького,,9.1
509830,2025-08-04 17:23:00,Центральный вокзал,Разовая поездка,18.6 мин
503358,2025-04-19 13:00:00,центральный вокзал,Подписчик,23.9
503254,2025-04-17 14:00:00,Деловой квартал,Подписчик,3.5
519528,2026-04-21 11:31:00,Университет,Разовая поездка,19.9
502624,2025-04-03 05:26:00,центральный вокзал,Разовая поездка,3.7
517042,2026-02-13 17:05:00,Набережная,Подписчик,2.5
501789,2025-03-13 13:36:00,Центральный вокзал,Разовая поездка,23.8
507842,2025-07-06 10:10:00,парк горького,Разовая поездка,
517244,2026-02-21 23:56:00,Парк Горького,,6.4
511488,2025-08-31 09:38:00,Парк Горького ,Подписчик,13.8
523461,2026-06-24 20:54:00,Университет,Подписчик,25.4 мин
505698,2025-06-02 12:44:00,Центральный вокзал,Подписчик,8.1
501456,2025-03-02 09:53:00,Деловой квартал,Разовая поездка,10.1
516185,2026-01-08 16:44:00,университет,Подписчик,28.0
518886,2026-04-07 18:07:00,Парк Горького ,Подписчик,8.2
511944,2025-09-07 13:47:00,центральный вокзал,Разовая поездка,1.1
519805,2026-04-26 16:25:00,парк горького,Подписчик,9.2
522464,2026-06-10 17:52:00,Парк Горького ,Разовая поездка,5.0
511192,2025-08-26 12:29:00,парк горького,Разовая поездка,23.2
512274,2025-09-14 07:28:00,Парк Горького ,Подписчик,30.9
518546,2026-03-31 17:32:00,Парк Горького,Разовая поездка,21.8
514725,2025-11-13 15:14:00,университет,Разовая поездка,
507753,2025-07-04 10:10:00,Центральный вокзал,Подписчик,1.8
515005,2025-11-21 13:02:00,Деловой квартал ,Подписчик,59.3
506473,2025-06-14 11:41:00,спальный район,Подписчик,18.2
512227,2025-09-13 13:45:00,Университет,Подписчик,30.0
523380,2026-06-23 10:43:00,Парк Горького,Разовая поездка,26.2
512658,2025-09-21 13:29:00,Деловой квартал,Подписчик,2.4
508333,2025-07-13 12:17:00,набережная ,Разовая поездка,35.2 мин
515352,2025-12-03 08:39:00,Спальный район,,4.4
503729,2025-04-27 08:08:00,Парк Горького,,20.0
517090,2026-02-15 10:28:00,Парк Горького,Подписчик,13.6
521272,2026-05-21 12:31:00,Набережная,Разовая поездка,32.1
509491,2025-07-30 09:52:00,центральный вокзал,,10.6
514313,2025-10-31 15:46:00,парк горького,Подписчик,11.4
517883,2026-03-14 12:56:00,парк горького,Подписчик,43.9
522485,2026-06-10 09:22:00,Набережная,Разовая поездка,19.7
504186,2025-05-05 19:21:00,Центральный вокзал,Разовая поездка,8.6
515967,2025-12-28 23:19:00,набережная ,Подписчик,8.6
504281,2025-05-07 10:48:00,Парк Горького ,Подписчик,13.2
503957,2025-05-01 15:34:00,университет,Разовая поездка,23.0
521198,2026-05-20 14:49:00,парк горького,Подписчик,42.8
518938,2026-04-08 07:22:00,университет,Подписчик,17.3
500566,2025-01-26 14:03:00,Деловой квартал,Разовая поездка,12.5
506883,2025-06-21 11:49:00,Набережная,,10.9
514405,2025-11-02 18:04:00,Деловой квартал,Подписчик,9.2 мин
512522,2025-09-19 11:37:00,Центральный вокзал,Разовая поездка,20.7
518775,2026-04-04 17:22:00,Центральный вокзал,Разовая поездка,34.2
514490,2025-11-05 22:46:00,набережная ,Подписчик,48.6
